CELL	COMP_1	COMP_2	COMP_3	COMP_4
19011	-2.06008	-0.54798	-0.56842	0.32553
19012	-2.46962	-0.35481	-0.45738	-0.41372
19013	-2.35979	-0.62749	-0.7891	-0.17944
19014	-2.26155	-0.74971	-0.79571	-0.19667
19015	-2.12121	-0.85189	-0.67983	-0.02758
19016	-2.02924	-0.891	-0.683	-0.01908
19017	-2.05136	-0.86285	-0.80927	-0.18326
19018	-2.16853	-0.77211	-0.73337	-0.51545
19019	-2.2575	-0.66887	-0.73073	-0.82072
19020	-2.33999	-0.58713	-0.54516	-0.93394
19021	-2.43563	-0.50359	-0.4079	-1.0419
19022	-1.87891	-0.63899	-0.48594	-0.62104
19023	-1.77574	-0.75668	-0.50718	-0.64299
19024	-1.88982	-0.97481	-0.4913	-0.79918
19025	-1.93846	-1.10224	-0.42524	-1.02324
19026	-2.05566	-1.04239	-0.33938	-1.36666
19027	-1.84842	-0.88326	-0.38363	-1.42989
19028	-1.63574	-0.88827	-0.48702	-1.28998
19029	-2.15542	-0.65962	-0.42158	-1.07627
19030	-2.07347	-0.6539	-0.51532	-1.1309
19031	-2.15338	-0.70129	-0.63206	-1.2508
19032	-2.16453	-0.59839	-0.72566	-1.31669
19033	-2.14287	-0.25767	-0.54144	-1.71754
19034	-2.0253	-0.27886	-0.61074	-1.55776
19035	-1.87664	-0.29302	-0.68015	-1.36632
19036	-1.28538	-0.71176	-0.83756	-1.40292
19037	-1.17191	-0.50953	-0.90133	-1.43552
19038	-1.02471	-0.35442	-0.94211	-1.18513
19039	-0.96341	-0.93196	-1.13449	-0.49316
19040	-1.10042	-0.70852	-1.12996	-0.57497
19041	-1.72152	-0.62301	-1.00939	-0.35721
19042	-1.78194	-0.98609	-1.05281	-0.19276
19043	-1.84122	-1.05546	-1.05167	-0.18051
19044	-1.74638	-1.11179	-1.18734	0.20995
19045	-1.7323	-1.28048	-1.19495	0.27141
19046	-1.7579	-1.57562	-1.30329	0.37862
19047	-1.41253	-1.72511	-1.35217	0.66851
19048	-0.79909	-1.89148	-1.2399	0.68014
19049	-0.54402	-1.72706	-1.27207	0.63383
19050	-0.44032	-1.86142	-1.40004	0.68518
19051	-0.27976	-1.96155	-1.43507	0.93022
19052	-0.52322	-2.1142	-1.4158	0.92033
19053	-0.22338	-1.98209	-1.45608	1.08053
19054	-0.5722	-2.58094	-1.46697	1.17034
19055	-0.45723	-2.16126	-1.50306	0.7378
19056	-0.3235	-2.48925	-1.56657	0.77064
19057	-0.15517	-2.63818	-1.38534	0.54693
19058	-0.28758	-2.5987	-1.55401	0.32673
19059	0.01635	-2.42901	-1.51673	0.93791
19060	0.49395	-1.64834	-1.78379	1.08884
19061	0.38168	-1.40017	-1.56458	0.65575
19062	0.42111	-1.29078	-1.34601	1.05895
19063	0.53559	-1.28745	-1.68401	0.81987
19064	0.46081	-1.1633	-1.4559	0.6323
19065	0.60542	-0.70163	-1.45814	0.95226
19066	0.53091	-0.81339	-1.40833	1.01541
19067	0.74677	-0.88249	-1.68975	1.61503
19068	0.82964	-1.14504	-1.64574	1.53318
19069	0.89412	-0.93469	-1.43723	2.15271
19070	0.08784	-0.7852	-0.93692	1.98776
19071	-0.85776	-0.63686	-0.77996	1.31196
19072	NA	NA	NA	NA
19073	NA	NA	NA	NA
19074	NA	NA	NA	NA
19075	NA	NA	NA	NA
19076	NA	NA	NA	NA
19077	NA	NA	NA	NA
19078	NA	NA	NA	NA
19079	NA	NA	NA	NA
19080	NA	NA	NA	NA
19081	NA	NA	NA	NA
19082	NA	NA	NA	NA
19083	NA	NA	NA	NA
19084	NA	NA	NA	NA
19085	NA	NA	NA	NA
19086	NA	NA	NA	NA
19087	NA	NA	NA	NA
19088	NA	NA	NA	NA
19089	NA	NA	NA	NA
19090	NA	NA	NA	NA
19091	NA	NA	NA	NA
19092	NA	NA	NA	NA
19093	NA	NA	NA	NA
19094	NA	NA	NA	NA
19095	NA	NA	NA	NA
19096	NA	NA	NA	NA
19097	NA	NA	NA	NA
19098	NA	NA	NA	NA
19099	NA	NA	NA	NA
19100	NA	NA	NA	NA
19101	NA	NA	NA	NA
19102	NA	NA	NA	NA
19103	NA	NA	NA	NA
19104	NA	NA	NA	NA
19105	NA	NA	NA	NA
19106	NA	NA	NA	NA
19107	NA	NA	NA	NA
19108	NA	NA	NA	NA
19109	NA	NA	NA	NA
19110	NA	NA	NA	NA
19111	NA	NA	NA	NA
19112	NA	NA	NA	NA
19113	NA	NA	NA	NA
19114	NA	NA	NA	NA
19115	NA	NA	NA	NA
19116	NA	NA	NA	NA
19117	NA	NA	NA	NA
19118	NA	NA	NA	NA
19119	NA	NA	NA	NA
19120	NA	NA	NA	NA
19121	NA	NA	NA	NA
19122	NA	NA	NA	NA
19123	NA	NA	NA	NA
19124	NA	NA	NA	NA
19125	NA	NA	NA	NA
19126	NA	NA	NA	NA
19127	NA	NA	NA	NA
19128	NA	NA	NA	NA
19129	NA	NA	NA	NA
19130	NA	NA	NA	NA
19131	NA	NA	NA	NA
19132	NA	NA	NA	NA
19133	NA	NA	NA	NA
19134	NA	NA	NA	NA
19135	NA	NA	NA	NA
19136	NA	NA	NA	NA
19137	NA	NA	NA	NA
19138	NA	NA	NA	NA
19139	NA	NA	NA	NA
19140	NA	NA	NA	NA
19141	NA	NA	NA	NA
19142	NA	NA	NA	NA
19143	NA	NA	NA	NA
19144	NA	NA	NA	NA
19145	NA	NA	NA	NA
19146	NA	NA	NA	NA
19147	NA	NA	NA	NA
19148	NA	NA	NA	NA
19149	NA	NA	NA	NA
19150	NA	NA	NA	NA
19151	NA	NA	NA	NA
19152	NA	NA	NA	NA
19153	NA	NA	NA	NA
19154	NA	NA	NA	NA
19155	NA	NA	NA	NA
19156	NA	NA	NA	NA
19157	NA	NA	NA	NA
19158	NA	NA	NA	NA
19159	3.23552	-0.01412	-2.22635	1.78592
19160	5.50033	5.0796	-2.31595	0.00271
19161	5.57596	5.85323	-2.3081	-0.33132
19162	4.66682	4.35404	-2.04619	0.05962
19163	0.7633	1.67918	-0.51648	0.72562
19164	-1.55752	1.85947	0.7587	-0.18079
19165	-2.93526	1.94512	1.37214	-1.12552
19166	-3.34185	1.0668	1.33739	-0.80602
19167	-2.24324	-0.13817	0.52544	0.39506
19168	-2.09549	-0.27071	0.29398	0.46985
19169	-2.06048	-0.11168	0.15498	0.32242
19170	-2.16148	0.05805	0.13307	-0.16384
19171	-2.26167	0.1313	-0.0325	-0.50908
19172	-2.08274	0.09448	-0.06758	-0.25625
19173	-2.05531	0.12244	-0.01175	-0.1617
19174	-2.38467	0.29418	0.09897	-0.38308
19175	-2.41099	0.07982	-0.14356	-0.19884
19176	-2.18746	0.00448	-0.48616	-0.35283
19177	-2.23507	0.20623	-0.37041	-0.70113
19178	-2.42813	0.56227	-0.09089	-1.32707
19179	-2.14054	0.34971	-0.31063	-0.80941
19180	-2.10709	0.21741	-0.41029	-0.73586
19181	-2.09229	0.01395	-0.57708	-0.61173
19182	-2.113	-0.3143	-0.69457	-0.48735
19183	-2.12796	-0.27044	-0.60934	-0.37591
19184	-2.16785	-0.3918	-0.63111	-0.3405
19185	-2.21736	-0.50407	-0.79942	-0.48637
19186	-2.09624	-0.59849	-0.70314	-0.18058
19187	-2.05473	-0.70918	-0.81883	0.12108
19188	-2.08245	-0.7364	-0.86346	-0.04487
19189	-2.12524	-0.79341	-0.91526	-0.2511
19190	-2.14299	-0.72061	-0.53593	-0.55986
19191	-2.05955	-0.70029	-0.52881	-0.59772
19192	-2.06906	-0.67308	-0.5819	-0.81523
19193	-2.00243	-0.861	-0.86167	-0.65626
19194	-2.05223	-0.73252	-0.84497	-0.97701
19195	-2.05274	-0.66321	-0.75912	-1.05976
19196	-2.01108	-0.69724	-0.61389	-1.04176
19197	-1.88376	-0.89872	-0.56226	-0.88422
19198	-1.66654	-0.8606	-0.62044	-0.85565
19199	-1.63323	-0.92043	-0.59875	-0.9696
19200	-1.72896	-1.05156	-0.52737	-1.12823
19201	-1.82514	-1.1376	-0.4712	-1.30304
19202	-1.64477	-0.97987	-0.51061	-1.42275
19203	-1.29138	-0.64504	-0.66363	-1.46615
19204	-1.75938	-0.21896	-0.55073	-1.32776
19205	-1.97389	-0.6274	-0.54258	-1.34764
19206	-1.9612	-0.71419	-0.57853	-1.4044
19207	-2.03518	-0.67761	-0.65452	-1.47848
19208	-1.96112	-0.58146	-0.67198	-1.45444
19209	-2.0784	-0.3744	-0.4921	-1.84261
19210	-1.35613	-0.76009	-0.71653	-1.80528
19211	-1.37475	-0.81219	-0.77145	-1.67348
19212	-1.21092	-0.54652	-0.86616	-1.59702
19213	-1.01376	-0.47085	-0.93443	-1.34122
19214	-1.1501	-0.92108	-0.93858	-1.04453
19215	-0.99241	-0.89658	-1.17829	-0.60942
19216	-1.25056	-1.29599	-1.10692	-0.45339
19217	-1.59804	-1.16465	-1.07835	-0.21657
19218	-1.56671	-1.2422	-1.04047	-0.12622
19219	-1.60802	-1.13929	-1.21556	0.0094
19220	-1.70546	-1.40763	-1.2767	0.21276
19221	-1.75605	-1.47636	-1.4002	0.15788
19222	-1.32732	-1.65502	-1.39103	0.55291
19223	-0.80738	-1.40389	-1.27505	0.59725
19224	-0.47834	-1.85744	-1.32754	0.66699
19225	-0.57095	-1.96093	-1.39337	0.57896
19226	-0.15658	-1.67695	-1.48814	0.80349
19227	-0.25226	-1.99276	-1.41066	0.9409
19228	-0.09911	-1.87581	-1.53826	0.99667
19229	-0.4991	-2.50086	-1.53176	1.01486
19230	-0.12821	-2.04828	-1.47648	0.6842
19231	-0.08181	-2.50406	-1.4164	0.63732
19232	0.04457	-2.71943	-1.38312	0.35769
19233	0.22784	-2.50666	-1.50201	0.62607
19234	0.38329	-2.47083	-1.33862	1.08969
19235	0.84507	-1.52829	-1.49109	1.10947
19236	0.76038	-1.53784	-1.40821	0.94958
19237	0.54985	-1.88711	-1.34805	1.19201
19238	0.60054	-1.73887	-1.43754	1.14615
19239	0.8569	-1.14253	-1.29196	1.22453
19240	0.79362	-1.24486	-1.27765	1.35715
19241	0.79493	-0.88041	-1.00184	1.29972
19242	0.88131	-1.01311	-1.39995	1.85576
19243	1.0411	0.11956	-1.2865	1.88031
19244	0.89998	-0.39692	-1.02108	2.00957
19245	0.71928	0.19866	-1.20965	2.26401
19246	-1.38183	0.45504	-0.76323	1.52596
19247	NA	NA	NA	NA
19248	NA	NA	NA	NA
19249	NA	NA	NA	NA
19250	NA	NA	NA	NA
19251	NA	NA	NA	NA
19252	NA	NA	NA	NA
19253	NA	NA	NA	NA
19254	NA	NA	NA	NA
19255	NA	NA	NA	NA
19256	NA	NA	NA	NA
19257	NA	NA	NA	NA
19258	NA	NA	NA	NA
19259	NA	NA	NA	NA
19260	NA	NA	NA	NA
19261	NA	NA	NA	NA
19262	NA	NA	NA	NA
19263	NA	NA	NA	NA
19264	NA	NA	NA	NA
19265	NA	NA	NA	NA
19266	NA	NA	NA	NA
19267	NA	NA	NA	NA
19268	NA	NA	NA	NA
19269	NA	NA	NA	NA
19270	NA	NA	NA	NA
19271	NA	NA	NA	NA
19272	NA	NA	NA	NA
19273	NA	NA	NA	NA
19274	NA	NA	NA	NA
19275	NA	NA	NA	NA
19276	NA	NA	NA	NA
19277	NA	NA	NA	NA
19278	NA	NA	NA	NA
19279	NA	NA	NA	NA
19280	NA	NA	NA	NA
19281	NA	NA	NA	NA
19282	NA	NA	NA	NA
19283	NA	NA	NA	NA
19284	NA	NA	NA	NA
19285	NA	NA	NA	NA
19286	NA	NA	NA	NA
19287	NA	NA	NA	NA
19288	NA	NA	NA	NA
19289	NA	NA	NA	NA
19290	NA	NA	NA	NA
19291	NA	NA	NA	NA
19292	NA	NA	NA	NA
19293	NA	NA	NA	NA
19294	NA	NA	NA	NA
19295	NA	NA	NA	NA
19296	NA	NA	NA	NA
19297	NA	NA	NA	NA
19298	NA	NA	NA	NA
19299	NA	NA	NA	NA
19300	NA	NA	NA	NA
19301	NA	NA	NA	NA
19302	NA	NA	NA	NA
19303	NA	NA	NA	NA
19304	NA	NA	NA	NA
19305	NA	NA	NA	NA
19306	NA	NA	NA	NA
19307	NA	NA	NA	NA
19308	NA	NA	NA	NA
19309	NA	NA	NA	NA
19310	NA	NA	NA	NA
19311	NA	NA	NA	NA
19312	NA	NA	NA	NA
19313	NA	NA	NA	NA
19314	NA	NA	NA	NA
19315	NA	NA	NA	NA
19316	NA	NA	NA	NA
19317	NA	NA	NA	NA
19318	NA	NA	NA	NA
19319	NA	NA	NA	NA
19320	NA	NA	NA	NA
19321	NA	NA	NA	NA
19322	NA	NA	NA	NA
19323	NA	NA	NA	NA
19324	NA	NA	NA	NA
19325	NA	NA	NA	NA
19326	NA	NA	NA	NA
19327	NA	NA	NA	NA
19328	NA	NA	NA	NA
19329	NA	NA	NA	NA
19330	NA	NA	NA	NA
19331	NA	NA	NA	NA
19332	NA	NA	NA	NA
19333	NA	NA	NA	NA
19334	2.7596	-0.09555	-0.75348	3.41834
19335	3.91097	1.02896	-2.6545	0.97339
19336	6.09757	5.79807	-2.46117	-0.24021
19337	3.96478	2.91595	-1.88684	0.41622
19338	3.63951	3.05894	-1.59807	0.29591
19339	-3.21845	2.40624	1.27213	-1.162
19340	-3.2051	2.35605	1.31258	-1.84852
19341	-4.28372	1.74486	1.51991	-1.80658
19342	-2.44128	0.07786	0.58544	-0.0086
19343	-2.03473	-0.32289	0.2248	0.55289
19344	-1.8695	-0.37478	0.00963	0.56621
19345	-1.7297	-0.35709	-0.22126	0.3969
19346	-1.65273	-0.50571	-0.42616	0.353
19347	-1.78237	-0.15428	-0.27187	-0.1584
19348	-1.8822	-0.10676	-0.19923	-0.21064
19349	-2.03443	-0.01812	-0.20884	-0.37664
19350	-1.95375	-0.19918	-0.50805	-0.17925
19351	-1.95029	-0.07823	-0.54761	-0.43122
19352	-2.13277	0.32861	-0.25687	-1.27572
19353	-2.32972	0.5683	-0.08356	-1.63142
19354	-1.84004	0.33454	-0.11736	-1.11401
19355	-1.67172	-0.00669	-0.47339	-0.46033
19356	-1.87035	-0.16157	-0.58716	-0.49392
19357	-1.97471	-0.43098	-0.70915	-0.44552
19358	-1.90857	-0.51059	-0.68367	-0.23459
19359	-1.79439	-0.65715	-0.64247	0.02835
19360	-1.88428	-0.74325	-0.79301	-0.17086
19361	-1.95157	-0.72693	-0.77143	-0.15023
19362	-1.89678	-0.80907	-0.87768	0.19556
19363	-1.86709	-0.8059	-0.78266	0.05985
19364	-1.98091	-0.79051	-0.80274	-0.18543
19365	-2.0699	-0.61337	-0.60514	-0.68558
19366	-2.01606	-0.63549	-0.54462	-0.85627
19367	-1.9953	-0.59406	-0.48054	-0.99223
19368	-1.74874	-0.83455	-0.90116	-0.71724
19369	-1.69187	-0.8856	-1.02322	-0.88708
19370	-1.67476	-0.9339	-0.91706	-0.9814
19371	-1.63787	-0.90918	-0.83431	-0.98342
19372	-1.59003	-0.98396	-0.73878	-0.9329
19373	-1.51582	-1.06345	-0.71757	-0.9283
19374	-1.4972	-1.1034	-0.68196	-0.99752
19375	-1.38162	-0.94093	-0.67669	-1.14153
19376	-1.53107	-1.09495	-0.6051	-1.26162
19377	-1.54818	-1.20917	-0.59866	-1.34246
19378	-1.51822	-1.26074	-0.66044	-1.44191
19379	-1.97553	-0.6863	-0.53138	-1.46483
19380	-1.83256	-0.50059	-0.58607	-1.57596
19381	-1.59262	-0.20533	-0.68873	-1.74481
19382	-1.73986	-0.42613	-0.6283	-1.77513
19383	-1.87557	-0.59657	-0.62185	-1.6835
19384	-2.04939	-0.36035	-0.39094	-2.10454
19385	-1.38729	-0.81562	-0.6369	-2.05061
19386	-1.37951	-0.91307	-0.68901	-1.81594
19387	-1.30528	-0.97467	-0.73715	-1.56978
19388	-1.08922	-0.7753	-0.84558	-1.36223
19389	-1.11635	-0.96998	-0.88995	-1.07754
19390	-1.02126	-1.32656	-1.15709	-0.42915
19391	-1.11221	-1.51285	-1.13403	-0.31822
19392	-1.35497	-1.52879	-1.13664	-0.51941
19393	-1.91	-1.20518	-1.16118	-0.46107
19394	-1.83589	-0.88544	-1.20873	-0.6557
19395	-1.82527	-1.33285	-1.20005	-0.37369
19396	-1.68722	-1.37568	-1.25359	-0.1918
19397	-1.31788	-1.40689	-1.27434	0.11294
19398	-0.55183	-1.50096	-1.39855	0.27159
19399	-0.29149	-1.63615	-1.42307	0.46419
19400	-0.43992	-1.93538	-1.44574	0.46184
19401	-0.20138	-1.9025	-1.40702	0.73486
19402	-0.03764	-1.96375	-1.3913	0.97489
19403	-0.45565	-2.25555	-1.47621	0.84891
19404	-0.02884	-2.07427	-1.60729	0.9834
19405	0.15802	-1.87838	-1.54574	0.61072
19406	0.39222	-2.04375	-1.31798	0.50879
19407	0.19104	-2.53836	-1.26307	0.56411
19408	0.30897	-2.54601	-1.45599	0.86721
19409	0.71052	-1.97167	-1.47951	0.90475
19410	0.81124	-1.89351	-1.41018	0.85478
19411	0.81396	-1.6765	-1.23698	0.80787
19412	0.80653	-2.00305	-1.3522	1.24368
19413	0.45571	-2.00726	-1.43481	1.1629
19414	0.44533	-1.91122	-1.15655	1.19434
19415	0.817	-1.557	-1.12905	1.28349
19416	0.87971	-1.24821	-0.91879	1.62249
19417	0.75688	-0.32422	-0.64387	1.96039
19418	0.95077	-0.06228	-0.8238	2.3009
19419	0.79995	0.20202	-1.18389	2.30988
19420	-0.9583	0.38224	-0.86686	1.46566
19421	-2.16029	0.85689	-0.77607	0.99679
19422	NA	NA	NA	NA
19423	NA	NA	NA	NA
19424	NA	NA	NA	NA
19425	NA	NA	NA	NA
19426	NA	NA	NA	NA
19427	NA	NA	NA	NA
19428	NA	NA	NA	NA
19429	NA	NA	NA	NA
19430	NA	NA	NA	NA
19431	NA	NA	NA	NA
19432	NA	NA	NA	NA
19433	NA	NA	NA	NA
19434	NA	NA	NA	NA
19435	NA	NA	NA	NA
19436	NA	NA	NA	NA
19437	NA	NA	NA	NA
19438	NA	NA	NA	NA
19439	NA	NA	NA	NA
19440	NA	NA	NA	NA
19441	NA	NA	NA	NA
19442	NA	NA	NA	NA
19443	NA	NA	NA	NA
19444	NA	NA	NA	NA
19445	NA	NA	NA	NA
19446	NA	NA	NA	NA
19447	NA	NA	NA	NA
19448	NA	NA	NA	NA
19449	NA	NA	NA	NA
19450	NA	NA	NA	NA
19451	NA	NA	NA	NA
19452	NA	NA	NA	NA
19453	NA	NA	NA	NA
19454	NA	NA	NA	NA
19455	NA	NA	NA	NA
19456	NA	NA	NA	NA
19457	NA	NA	NA	NA
19458	NA	NA	NA	NA
19459	NA	NA	NA	NA
19460	NA	NA	NA	NA
19461	NA	NA	NA	NA
19462	NA	NA	NA	NA
19463	NA	NA	NA	NA
19464	NA	NA	NA	NA
19465	NA	NA	NA	NA
19466	NA	NA	NA	NA
19467	NA	NA	NA	NA
19468	NA	NA	NA	NA
19469	NA	NA	NA	NA
19470	NA	NA	NA	NA
19471	NA	NA	NA	NA
19472	NA	NA	NA	NA
19473	NA	NA	NA	NA
19474	NA	NA	NA	NA
19475	NA	NA	NA	NA
19476	NA	NA	NA	NA
19477	NA	NA	NA	NA
19478	NA	NA	NA	NA
19479	NA	NA	NA	NA
19480	NA	NA	NA	NA
19481	NA	NA	NA	NA
19482	NA	NA	NA	NA
19483	NA	NA	NA	NA
19484	NA	NA	NA	NA
19485	NA	NA	NA	NA
19486	NA	NA	NA	NA
19487	NA	NA	NA	NA
19488	NA	NA	NA	NA
19489	NA	NA	NA	NA
19490	NA	NA	NA	NA
19491	NA	NA	NA	NA
19492	NA	NA	NA	NA
19493	NA	NA	NA	NA
19494	NA	NA	NA	NA
19495	NA	NA	NA	NA
19496	NA	NA	NA	NA
19497	NA	NA	NA	NA
19498	NA	NA	NA	NA
19499	NA	NA	NA	NA
19500	NA	NA	NA	NA
19501	NA	NA	NA	NA
19502	NA	NA	NA	NA
19503	NA	NA	NA	NA
19504	NA	NA	NA	NA
19505	NA	NA	NA	NA
19506	NA	NA	NA	NA
19507	NA	NA	NA	NA
19508	NA	NA	NA	NA
19509	NA	NA	NA	NA
19510	3.06482	-0.25479	-1.88345	2.34829
19511	5.31214	4.21331	-2.45431	-0.06793
19512	6.1074	5.92245	-2.43989	-0.24054
19513	4.80026	4.38909	-1.98811	0.14969
19514	-0.13586	1.25219	-0.27629	0.24899
19515	0.19601	1.19258	-0.3454	0.07028
19516	-3.90253	1.44632	0.93856	-1.70579
19517	-1.74432	0.59526	0.19597	-0.15722
19518	-2.10042	-0.34679	0.09215	0.5033
19519	-1.90469	-0.43386	0.0077	0.57779
19520	-1.74936	-0.39688	-0.18991	0.42975
19521	-1.87226	-0.25671	-0.22451	-0.08532
19522	-1.72269	-0.22665	-0.3398	-0.13535
19523	-1.59321	-0.27853	-0.36007	-0.15482
19524	-1.66039	-0.22028	-0.35304	-0.35378
19525	-1.73613	-0.21309	-0.45062	-0.67813
19526	-1.78541	-0.102	-0.45825	-0.94295
19527	-1.68174	0.0044	-0.40882	-1.05996
19528	-1.67061	0.04543	-0.37286	-1.16746
19529	-1.553	0.10312	-0.17547	-1.03066
19530	-1.75298	0.20021	-0.05254	-1.13984
19531	-1.86378	-0.29377	-0.54163	-0.34369
19532	-1.92973	-0.48443	-0.6599	-0.35168
19533	-1.82079	-0.68705	-0.71738	-0.21222
19534	-1.6872	-0.8486	-0.78611	-0.12755
19535	-1.6032	-0.97858	-0.92206	-0.06766
19536	-1.51409	-0.94983	-0.97836	0.36746
19537	-1.82083	-0.8336	-0.82919	0.30279
19538	-1.8618	-0.77405	-0.75052	-0.00008
19539	-1.98188	-0.72855	-0.87171	-0.35832
19540	-2.09139	-0.61436	-0.71888	-1.08962
19541	-2.0086	-0.52785	-0.71394	-1.3246
19542	-1.54456	-0.82518	-0.95155	-0.76606
19543	-1.38284	-0.99626	-1.0852	-0.73065
19544	-1.24288	-1.052	-1.13154	-0.77474
19545	-1.28548	-1.08146	-1.05729	-0.84634
19546	-1.29904	-1.05771	-0.93364	-0.8815
19547	-1.26302	-1.04897	-0.88895	-0.89112
19548	-1.26373	-1.11577	-0.85278	-0.89585
19549	-1.16031	-1.09252	-0.82176	-0.98553
19550	-1.17189	-1.10128	-0.78873	-1.09903
19551	-1.15604	-0.97828	-0.74621	-1.23222
19552	-1.2142	-1.10706	-0.6781	-1.27882
19553	-1.32696	-1.26532	-0.69628	-1.45406
19554	-1.47655	-1.26227	-0.66498	-1.68051
19555	-1.91548	-0.69706	-0.53469	-1.68002
19556	-1.69247	-0.47233	-0.58168	-1.89418
19557	-1.55242	-0.3264	-0.5798	-2.03216
19558	-1.84395	-0.69113	-0.50954	-1.8224
19559	-1.42748	-0.90448	-0.4035	-2.44185
19560	-1.39617	-0.91219	-0.56417	-2.23825
19561	-1.31256	-0.95048	-0.66583	-1.9484
19562	-1.25196	-1.07074	-0.72713	-1.64022
19563	-1.20106	-1.08597	-0.85116	-1.35204
19564	-1.11501	-1.10308	-0.88646	-1.09678
19565	-0.99803	-1.49636	-1.1532	-0.37325
19566	-1.05383	-1.80149	-1.11322	-0.1357
19567	-1.63171	-1.5709	-1.11595	-0.725
19568	-1.85658	-1.50791	-1.27126	-1.17057
19569	-1.46184	-1.30355	-1.40934	-0.95377
19570	-1.29131	-1.74643	-1.31378	-0.45744
19571	-1.13333	-1.81769	-1.35246	-0.25284
19572	-0.95584	-1.87435	-1.36243	-0.09563
19573	-0.37863	-1.54735	-1.43176	0.12201
19574	-0.26884	-1.8304	-1.45871	0.21735
19575	-0.71536	-1.77086	-1.51372	-0.39661
19576	0.12728	-1.98483	-1.39093	0.66698
19577	0.34789	-1.85561	-1.38012	0.79342
19578	-0.24873	-2.26278	-1.32223	0.86837
19579	0.27711	-2.04683	-1.64212	0.94008
19580	0.23147	-2.02112	-1.59578	0.61356
19581	0.33022	-2.43497	-1.41336	0.68416
19582	0.10656	-2.21569	-1.4444	0.78254
19583	0.31183	-2.18358	-1.52759	0.97729
19584	0.58465	-2.30119	-1.49986	0.8522
19585	0.89344	-1.94685	-1.34135	0.77679
19586	0.8467	-1.7573	-1.18217	0.76157
19587	1.06464	-1.51637	-1.08514	1.05288
19588	0.91986	-1.51982	-0.98202	1.18203
19589	1.03997	-1.37819	-0.99117	1.61451
19590	0.42926	-1.91184	-0.41593	2.2732
19591	0.48825	-1.01884	-0.35375	2.29308
19592	0.43063	-0.75467	-0.61637	2.17855
19593	0.38965	-0.44075	-0.92674	2.05463
19594	-0.94757	0.50738	-0.71427	1.0618
19595	-1.70535	0.31971	-0.93881	1.29182
19596	-2.09384	0.02056	-0.78724	1.37586
19597	NA	NA	NA	NA
19598	NA	NA	NA	NA
19599	NA	NA	NA	NA
19600	NA	NA	NA	NA
19601	NA	NA	NA	NA
19602	NA	NA	NA	NA
19603	NA	NA	NA	NA
19604	NA	NA	NA	NA
19605	NA	NA	NA	NA
19606	NA	NA	NA	NA
19607	NA	NA	NA	NA
19608	NA	NA	NA	NA
19609	NA	NA	NA	NA
19610	NA	NA	NA	NA
19611	NA	NA	NA	NA
19612	NA	NA	NA	NA
19613	NA	NA	NA	NA
19614	NA	NA	NA	NA
19615	NA	NA	NA	NA
19616	NA	NA	NA	NA
19617	NA	NA	NA	NA
19618	NA	NA	NA	NA
19619	NA	NA	NA	NA
19620	NA	NA	NA	NA
19621	NA	NA	NA	NA
19622	NA	NA	NA	NA
19623	NA	NA	NA	NA
19624	NA	NA	NA	NA
19625	NA	NA	NA	NA
19626	NA	NA	NA	NA
19627	NA	NA	NA	NA
19628	NA	NA	NA	NA
19629	NA	NA	NA	NA
19630	NA	NA	NA	NA
19631	NA	NA	NA	NA
19632	NA	NA	NA	NA
19633	NA	NA	NA	NA
19634	NA	NA	NA	NA
19635	NA	NA	NA	NA
19636	NA	NA	NA	NA
19637	NA	NA	NA	NA
19638	NA	NA	NA	NA
19639	NA	NA	NA	NA
19640	NA	NA	NA	NA
19641	NA	NA	NA	NA
19642	NA	NA	NA	NA
19643	NA	NA	NA	NA
19644	NA	NA	NA	NA
19645	NA	NA	NA	NA
19646	NA	NA	NA	NA
19647	NA	NA	NA	NA
19648	NA	NA	NA	NA
19649	NA	NA	NA	NA
19650	NA	NA	NA	NA
19651	NA	NA	NA	NA
19652	NA	NA	NA	NA
19653	NA	NA	NA	NA
19654	NA	NA	NA	NA
19655	NA	NA	NA	NA
19656	NA	NA	NA	NA
19657	NA	NA	NA	NA
19658	NA	NA	NA	NA
19659	NA	NA	NA	NA
19660	NA	NA	NA	NA
19661	NA	NA	NA	NA
19662	NA	NA	NA	NA
19663	NA	NA	NA	NA
19664	NA	NA	NA	NA
19665	NA	NA	NA	NA
19666	NA	NA	NA	NA
19667	NA	NA	NA	NA
19668	NA	NA	NA	NA
19669	NA	NA	NA	NA
19670	NA	NA	NA	NA
19671	NA	NA	NA	NA
19672	NA	NA	NA	NA
19673	NA	NA	NA	NA
19674	NA	NA	NA	NA
19675	NA	NA	NA	NA
19676	NA	NA	NA	NA
19677	NA	NA	NA	NA
19678	NA	NA	NA	NA
19679	NA	NA	NA	NA
19680	NA	NA	NA	NA
19681	NA	NA	NA	NA
19682	NA	NA	NA	NA
19683	NA	NA	NA	NA
19684	NA	NA	NA	NA
19685	2.71659	-0.36182	-1.21651	2.96555
19686	5.77474	4.52029	-3.01073	-0.38691
19687	6.91061	6.64488	-2.75968	-0.04954
19688	4.96445	4.65602	-2.04306	0.17876
19689	4.12402	3.81677	-1.6628	0.32026
19690	2.63249	1.2171	-1.24383	0.71641
19691	-2.97518	1.05989	0.55794	-1.00437
19692	-2.09893	0.37103	0.15133	-0.16312
19693	-2.19665	-0.09166	0.13578	0.23638
19694	-2.04593	-0.22599	0.06017	0.3662
